Date,Electricity_Price_EUR_per_MWh
2017-04-21,40.74
2017-04-22,34.13
2017-04-23,25.26
2017-04-24,36.5
2017-04-25,38.02
2017-04-26,43.64
2017-04-27,41.85
2017-04-28,40.56
2017-04-29,31.55
2017-04-30,6.73
2017-05-01,23.39
2017-05-02,40.29
2017-05-03,47.4
2017-05-04,44.87
2017-05-05,39.47
2017-05-06,33.47
2017-05-07,29.39
2017-05-08,35.59
2017-05-09,42.26
2017-05-10,40.39
2017-05-11,38.12
2017-05-12,34.68
2017-05-13,32.93
2017-05-14,28.19
2017-05-15,37.95
2017-05-16,34.74
2017-05-17,33.01
2017-05-18,32.91
2017-05-19,33.89
2017-05-20,29.8
2017-05-21,23.08
2017-05-22,34.04
2017-05-23,33.58
2017-05-24,31.88
2017-05-25,25.05
2017-05-26,32.43
2017-05-27,26.06
2017-05-28,20.43
2017-05-29,37.94
2017-05-30,36.39
2017-05-31,36.15
2017-06-01,37.92
2017-06-02,35.61
2017-06-03,29.51
2017-06-04,22.47
2017-06-05,26.78
2017-06-06,28.29
2017-06-07,24.69
2017-06-08,30.58
2017-06-09,31.44
2017-06-10,29.51
2017-06-11,22.6
2017-06-12,30.27
2017-06-13,33.28
2017-06-14,37.74
2017-06-15,33.81
2017-06-16,31.97
2017-06-17,26.93
2017-06-18,27.04
2017-06-19,38.81
2017-06-20,36.89
2017-06-21,39.6
2017-06-22,37.05
2017-06-23,35.46
2017-06-24,28.51
2017-06-25,23.41
2017-06-26,37.31
2017-06-27,39.7
2017-06-28,36.36
2017-06-29,37.29
2017-06-30,32.81
2017-07-01,29.57
2017-07-02,25.91
2017-07-03,35.13
2017-07-04,37.27
2017-07-05,38.72
2017-07-06,39.66
2017-07-07,38.67
2017-07-08,35.27
2017-07-09,33.9
2017-07-10,39.31
2017-07-11,38.78
2017-07-12,36.72
2017-07-13,36.62
2017-07-14,35.6
2017-07-15,34.23
2017-07-16,30.69
2017-07-17,37.94
2017-07-18,38.95
2017-07-19,37.41
2017-07-20,38.6
2017-07-21,36.83
2017-07-22,33.0
2017-07-23,28.51
2017-07-24,37.47
2017-07-25,35.95
2017-07-26,34.69
2017-07-27,33.65
2017-07-28,31.05
2017-07-29,25.34
2017-07-30,14.51
2017-07-31,32.66
2017-08-01,34.59
2017-08-02,33.85
2017-08-03,28.01
2017-08-04,29.38
2017-08-05,29.68
2017-08-06,24.44
2017-08-07,31.46
2017-08-08,32.25
2017-08-09,31.02
2017-08-10,34.28
2017-08-11,34.89
2017-08-12,24.63
2017-08-13,20.96
2017-08-14,31.14
2017-08-15,27.83
2017-08-16,34.57
2017-08-17,34.07
2017-08-18,33.45
2017-08-19,20.28
2017-08-20,13.31
2017-08-21,33.06
2017-08-22,36.23
2017-08-23,37.03
2017-08-24,36.73
2017-08-25,38.46
2017-08-26,34.21
2017-08-27,31.19
2017-08-28,41.25
2017-08-29,40.84
2017-08-30,40.18
2017-08-31,40.2
2017-09-01,40.1
2017-09-02,33.84
2017-09-03,30.32
2017-09-04,38.55
2017-09-05,38.24
2017-09-06,37.17
2017-09-07,35.69
2017-09-08,33.91
2017-09-09,31.87
2017-09-10,26.18
2017-09-11,27.58
2017-09-12,32.33
2017-09-13,26.95
2017-09-14,30.87
2017-09-15,36.08
2017-09-16,37.0
2017-09-17,34.42
2017-09-18,43.77
2017-09-19,44.41
2017-09-20,41.48
2017-09-21,41.76
2017-09-22,39.84
2017-09-23,38.74
2017-09-24,35.07
2017-09-25,42.47
2017-09-26,45.44
2017-09-27,45.72
2017-09-28,45.14
2017-09-29,44.08
2017-09-30,39.21
2017-10-01,34.29
2017-10-02,46.51
2017-10-03,50.13
2017-10-04,53.08
2017-10-05,52.52
2017-10-06,51.96
2017-10-07,43.96
2017-10-08,40.16
2017-10-09,54.49
2017-10-10,60.26
2017-10-11,61.12
2017-10-12,59.2
2017-10-13,55.43
2017-10-14,47.41
2017-10-15,41.93
2017-10-16,54.28
2017-10-17,55.12
2017-10-18,57.94
2017-10-19,56.04
2017-10-20,55.65
2017-10-21,46.93
2017-10-22,46.28
2017-10-23,58.82
2017-10-24,58.31
2017-10-25,60.4
2017-10-26,59.33
2017-10-27,57.87
2017-10-28,50.31
2017-10-29,46.76
2017-10-30,59.34
2017-10-31,58.26
2017-11-01,50.85
2017-11-02,60.53
2017-11-03,57.74
2017-11-04,52.74
2017-11-05,46.29
2017-11-06,60.44
2017-11-07,65.38
2017-11-08,72.7
2017-11-09,74.8
2017-11-10,75.74
2017-11-11,59.72
2017-11-12,57.41
2017-11-13,73.9
2017-11-14,75.29
2017-11-15,78.81
2017-11-16,73.36
2017-11-17,72.19
