Date,Electricity_Price_EUR_per_MWh
2018-02-18,39.56
2018-02-19,51.12
2018-02-20,49.69
2018-02-21,48.98
2018-02-22,52.15
2018-02-23,52.35
2018-02-24,53.29
2018-02-25,44.66
2018-02-26,61.24
2018-02-27,84.54
2018-02-28,80.24
2018-03-01,84.15
2018-03-02,83.38
2018-03-03,46.58
2018-03-04,43.16
2018-03-05,54.97
2018-03-06,50.37
2018-03-07,48.82
2018-03-08,45.65
2018-03-09,42.35
2018-03-10,34.15
2018-03-11,27.0
2018-03-12,38.67
2018-03-13,47.47
2018-03-14,46.89
2018-03-15,37.15
2018-03-16,47.13
2018-03-17,51.36
2018-03-18,40.96
2018-03-19,54.19
2018-03-20,48.77
2018-03-21,55.46
2018-03-22,61.09
2018-03-23,53.72
2018-03-24,45.91
2018-03-25,42.9
2018-03-26,52.99
2018-03-27,45.83
2018-03-28,43.18
2018-03-29,45.13
2018-03-30,40.35
2018-03-31,34.05
2018-04-01,27.59
2018-04-02,28.2
2018-04-03,37.34
2018-04-04,36.52
2018-04-05,41.45
2018-04-06,35.48
2018-04-07,27.22
2018-04-08,24.67
2018-04-09,44.65
2018-04-10,41.45
2018-04-11,39.57
2018-04-12,45.02
2018-04-13,44.62
2018-04-14,36.65
2018-04-15,26.38
2018-04-16,46.74
2018-04-17,43.55
2018-04-18,41.05
2018-04-19,40.21
2018-04-20,39.06
2018-04-21,24.16
2018-04-22,15.41
2018-04-23,35.23
2018-04-24,35.28
2018-04-25,28.29
2018-04-26,32.51
2018-04-27,35.07
2018-04-28,23.61
2018-04-29,12.06
2018-04-30,17.33
2018-05-01,13.19
2018-05-02,40.53
2018-05-03,40.09
2018-05-04,36.04
2018-05-05,27.61
2018-05-06,21.56
2018-05-07,39.79
2018-05-08,30.29
2018-05-09,38.36
2018-05-10,24.86
2018-05-11,41.85
2018-05-12,30.35
2018-05-13,16.91
2018-05-14,34.03
2018-05-15,43.67
2018-05-16,36.38
2018-05-17,34.39
2018-05-18,39.63
2018-05-19,21.69
2018-05-20,12.03
2018-05-21,13.68
2018-05-22,46.56
2018-05-23,43.84
2018-05-24,42.44
2018-05-25,42.49
2018-05-26,33.74
2018-05-27,33.52
2018-05-28,48.3
2018-05-29,46.89
2018-05-30,48.5
2018-05-31,46.15
2018-06-01,46.46
2018-06-02,28.14
2018-06-03,22.3
2018-06-04,46.81
2018-06-05,52.13
2018-06-06,51.12
2018-06-07,52.13
2018-06-08,49.58
2018-06-09,39.7
2018-06-10,35.05
2018-06-11,47.93
2018-06-12,48.13
2018-06-13,48.51
2018-06-14,45.79
2018-06-15,50.73
2018-06-16,38.56
